time,g0,g1
2021-07-21 01:00:00,0.0,10.0
2021-07-21 02:00:00,0.0,10.0
2021-07-21 03:00:00,0.0,45.0
2021-07-21 04:00:00,0.0,90.0
2021-07-21 05:00:00,50.0,100.0
2021-07-21 06:00:00,5.0,85.0
2021-07-21 07:00:00,0.0,45.0
2021-07-21 08:00:00,0.0,10.0
2021-07-21 09:00:00,0.0,10.0
